ticker,company_name,years,first_year,last_year,avg_labor_share,avg_payout_share,avg_dividend_share,avg_buyback_share,avg_value_added_trn,latest_labor_share,latest_payout_share,shareholder_over_labor_tilt,payout_to_labor_ratio
000320,(주)노루홀딩스,16,2010,2025,0.4086632321319458,0.199846489678715,0.199846489678715,0.0,0.027573784999999993,0.4637353051525762,0.2812328485671407,-0.20881674245323079,0.4890248839763256
042700,한미반도체(주),16,2010,2025,0.3857294380123389,0.17622358682262718,0.1509658407895477,0.025257746033079467,0.13816119374999997,0.1968712746277033,0.2179464738336082,-0.2095058511897117,0.45685801874678295
004170,(주)신세계,16,2010,2025,0.2612528006664511,0.051021071416792206,0.03524953788926375,0.015771533527528456,0.7575304068750001,0.3372396659002772,0.0626175684608745,-0.2102317292496589,0.19529387354561706
033920,(주)무학,14,2012,2025,0.34983399463998965,0.13718632138496545,0.0963125815737684,0.04087373981119705,0.08643036928571426,0.2032126252688095,0.0486760142359376,-0.2126476732550242,0.39214691392739687
015360,(주)인베니,12,2010,2025,0.36099755003960543,0.14667789475786955,0.14667789475786955,0.0,0.07630835916666666,0.0988327999200357,0.1991677373291735,-0.21431965528173588,0.4063127152574231
268280,미원스페셜티케미칼(주),8,2018,2025,0.34147238094453003,0.12573543287607544,0.06275742116792048,0.06297801170815494,0.12047510499999999,0.3775971983307704,0.123587008636169,-0.2157369480684546,0.3682155274997199
021240,코웨이(주),16,2010,2025,0.3473846080334891,0.1316344755707675,0.10042741157063236,0.031207064000135124,1.09192236875,0.3795398068365523,0.1638100847630149,-0.2157501324627216,0.3789300749850076
011790,에스케이씨(주),14,2010,2023,0.36772873992003535,0.14982298634317312,0.08184598522255618,0.03984077877444993,0.3492097757142857,0.4562989379481114,0.0,-0.21790575357686223,0.4074280035217072
060980,에이치엘홀딩스(주),16,2010,2025,0.4324127005169434,0.21416235903400316,0.17096929623008147,0.056655199043984944,0.26140890499999997,0.3814800359776888,0.2722701692461086,-0.21825034148294026,0.49527305460264004
024090,디씨엠(주),15,2010,2025,0.4174253356739723,0.19612580278831124,0.15783605471912351,0.03828974806918768,0.03225976666666665,0.5901100977269255,0.2556255257289808,-0.22129953288566104,0.46984642767705453
004150,한솔홀딩스(주),11,2010,2025,0.3629582649596566,0.13819396884210888,0.1270436540849518,0.011150314757157099,0.08563784727272726,0.3153245725401258,0.1854461783586778,-0.22476429611754772,0.38074341372959053
126560,(주)현대퓨처넷,15,2010,2025,0.4766919776804864,0.24868856657291147,0.22275058645123647,0.0026661552647671096,0.04602935333333332,0.7469400488557209,0.2485614633694148,-0.2280034111075749,0.5216965634349329
004250,엔피씨(주),16,2010,2025,0.2991086993516565,0.0669636337779914,0.055145677041123484,0.011817956736867913,0.06951236874999998,0.2781905235820812,0.068168492286847,-0.2321450655736651,0.22387725239399844
007860,(주)서연,14,2010,2025,0.41025849917548507,0.17650946103777404,0.17270575261026724,0.003803708427506814,0.05493747928571426,0.286141754885034,0.1453091998440559,-0.23374903813771103,0.43023962061118304
014830,(주)유니드,16,2010,2025,0.32429819223366974,0.08946732716492047,0.08368298420210629,0.005784342962814169,0.11851567562499998,0.2508639151587121,0.0961540920926788,-0.23483086506874928,0.2758798208176742
001120,(주)엘엑스인터내셔널,15,2010,2025,0.40119975330297614,0.1633948252749969,0.15691566832032713,0.006479156954669774,0.27148825400000004,0.2351581408033146,0.3966397677674825,-0.23780492802797923,0.4072655178120341
192650,(주)드림텍,16,2010,2025,0.4742293859411334,0.2353280329139422,0.17799168538722598,0.057336347526716167,0.048474813749999984,0.4797411320250648,0.4282407218710558,-0.2389013530271912,0.4962324982179694
161000,애경케미칼(주),13,2013,2025,0.36059872251664477,0.12052002332998703,0.11680866603268295,0.0037113572973040943,0.09959180615384614,0.642679199311537,0.0652334627177009,-0.24007869918665775,0.33422199193848773
003780,진양산업(주),16,2010,2025,0.45743467025172724,0.21548427831422678,0.21548427831422678,0.0,0.009147167499999994,0.4006955695785453,0.3032843942606231,-0.24195039193750045,0.47107115469766503
241590,(주)화승엔터프라이즈,9,2016,2024,0.6304797339506314,0.386939948581843,0.3481535738203298,0.0,0.013236213333333309,0.0846538969801895,0.2009509827116163,-0.2435397853687884,0.6137230552316875
234080,제이더블유생명과학(주),16,2010,2025,0.3480644385605855,0.10425243408626281,0.09675735326739973,0.007495080818863069,0.05086284437499999,0.363512345658918,0.1108945060597083,-0.2438120044743227,0.2995204983232328
008260,(주)엔아이스틸,16,2010,2025,0.2841918509284148,0.04009105480261288,0.03901891512166265,0.0010721396809502187,0.05449904874999999,0.3531738233383109,0.0320911681097256,-0.24410079612580193,0.14107038844231826
028670,팬오션(주),14,2010,2025,0.2708692839382698,0.026072694927932405,0.026072694927932405,0.0,0.7914335714285714,0.2278290955881338,0.0614880750632249,-0.2447965890103374,0.09625563500169433
025000,케이피엑스케미칼(주),15,2010,2025,0.35960964532912804,0.1134066719635212,0.09966743990909661,0.013739232054424582,0.08696309733333332,0.3448148276196345,0.2844069044792841,-0.24620297336560684,0.3153604844489842
044450,(주)케이에스에스해운,16,2010,2025,0.30024247804733945,0.05315568344495223,0.037649623328442426,0.015506060116509788,0.12919791562499996,0.2326341874623245,0.0350690232394255,-0.24708679460238722,0.17704251507200502
016380,KG스틸(주),15,2010,2025,0.2721417260575958,0.02476761752090493,0.020746339147400494,0.004021278373504421,0.30763539333333334,0.3078500048227269,0.1012314822332059,-0.24737410853669087,0.09100999644451119
023450,(주)동남합성,16,2010,2025,0.44461140891320616,0.19559948820071468,0.08925590962079069,0.0720334620389166,0.02087978249999999,0.490528136677049,0.1044111973333203,-0.24901192071249148,0.43993357858007237
